Categoria,Especificação,Porcentagens,Incrementos/Decrementos,Ano
OS Version, Windows,96.51,0.42,2020
OS Version, Windows 10 64 bit,91.44,12.21,2020
OS Version, Windows 7 64 bit,3.57,-9.99,2020
OS Version, Windows 8.1 64 bit,1.11,-1.11,2020
OS Version, Windows 7,0.17,-0.51,2020
OS Version, Windows 10,0.1,-0.05,2020
OS Version, Windows 8 64 bit,0.08,-0.08,2020
OS Version, OSX,2.74,-0.27,2020
OS Version, MacOS 10.15.7 64 bit,0.74,-0.11,2020
OS Version, MacOS 10.16.0 64 bit,0.71,0.66,2020
OS Version, MacOS 10.14.6 64 bit,0.36,-0.46,2020
OS Version, MacOS 10.13.6 64 bit,0.31,-0.11,2020
OS Version, MacOS 10.15.6 64 bit,0.17,0.05,2020
OS Version, MacOS 10.12.6 64 bit,0.1,-0.06,2020
OS Version, MacOS 10.15.5 64 bit,0.07,-1.09,2020
OS Version, MacOS 10.11.6 64 bit,0.07,-0.03,2020
OS Version, Linux,0.74,-0.16,2020
OS Version, Ubuntu 20.04.1 LTS 64 bit,0.18,0.02,2020
OS Version," ""Arch Linux"" 64 bit",0.08,-0.02,2020
OS Version," ""Manjaro Linux"" 64 bit",0.08,-0.01,2020
System RAM, Less than 2 GB,0.05,-0.07,2020
System RAM, 2 GB,0.29,-0.43,2020
System RAM, 3 GB,1.23,-1.02,2020
System RAM, 4 GB,4.39,-3.1,2020
System RAM, 5 GB,0.22,-0.15,2020
System RAM, 6 GB,2.07,-0.26,2020
System RAM, 7 GB,2.1,-0.3,2020
System RAM, 8 GB,25.32,-9.65,2020
System RAM, 9 GB,0.02,-0.01,2020
System RAM, 10 GB,0.28,-0.02,2020
System RAM, 11 GB,0.17,-0.02,2020
System RAM, 12 GB,2.36,-0.73,2020
System RAM, 13 GB,0.02,0.01,2020
System RAM, 14 GB,0.47,0.24,2020
System RAM, 15 GB,1.16,0.73,2020
System RAM, 16 GB,49.95,11.68,2020
System RAM, More than 16 GB,9.89,3.09,2020
Physical CPUs, 1 cpu,0.26,-0.27,2020
Physical CPUs, 2 cpus,13.86,-7.71,2020
Physical CPUs, 3 cpus,0.77,-0.62,2020
Physical CPUs, 4 cpus,39.55,-10.8,2020
Physical CPUs, 5 cpus,0.01,0.0,2020
Physical CPUs, 6 cpus,32.74,12.68,2020
Physical CPUs, 7 cpus,0.0,0.0,2020
Physical CPUs, 8 cpus,11.64,5.93,2020
Physical CPUs, 9 cpus,0.0,0.0,2020
Physical CPUs, 10 cpus,0.34,0.26,2020
Physical CPUs, 12 cpus,0.65,0.43,2020
Physical CPUs, 14 cpus,0.01,0.0,2020
Physical CPUs, 15 cpus,0.0,0.0,2020
Physical CPUs, 16 cpus,0.15,0.08,2020
Physical CPUs, 18 cpus,0.01,0.0,2020
Physical CPUs, 20 cpus,0.0,0.0,2020
Physical CPUs, 22 cpus,0.0,0.0,2020
Physical CPUs, 24 cpus,0.01,0.0,2020
Physical CPUs, 28 cpus,0.0,0.0,2020
Physical CPUs, 32 cpus,0.01,0.01,2020
Physical CPUs, 52 cpus,0.0,0.0,2020
Video Card Description, NVIDIA GeForce GTX 1060,11.31,-1.72,2020
Video Card Description, NVIDIA GeForce GTX 1050 Ti,6.14,-2.66,2020
Video Card Description, NVIDIA GeForce RTX 2060,4.94,2.82,2020
Video Card Description, NVIDIA GeForce GTX 1650,4.03,2.46,2020
Video Card Description, NVIDIA GeForce GTX 1050,3.79,-1.48,2020
Video Card Description, NVIDIA GeForce GTX 1070,3.32,-1.09,2020
Video Card Description, NVIDIA GeForce RTX 2070,2.96,1.28,2020
Video Card Description, NVIDIA GeForce GTX 1660 Ti,2.82,0.92,2020
Video Card Description, NVIDIA GeForce RTX 2070 SUPER,2.8,2.03,2020
Video Card Description, NVIDIA Graphics Device,2.61,2.45,2020
Video Card Description, NVIDIA GeForce GTX 1660,2.48,1.35,2020
Video Card Description, NVIDIA GeForce GTX 1080,2.21,-0.5,2020
Video Card Description, NVIDIA GeForce GTX 1660 SUPER,2.14,1.97,2020
Video Card Description, NVIDIA GeForce RTX 2060 SUPER,1.96,1.48,2020
Video Card Description, AMD Radeon RX 580,1.78,-0.01,2020
Video Card Description, NVIDIA GeForce GTX 970,1.42,-1.0,2020
Video Card Description, NVIDIA GeForce RTX 2080 SUPER,1.34,1.03,2020
Video Card Description, NVIDIA GeForce GTX 960,1.27,-0.83,2020
Video Card Description, AMD Radeon RX 570,1.25,0.28,2020
Video Card Description, NVIDIA GeForce GTX 1080 Ti,1.22,-0.45,2020
Video Card Description, NVIDIA GeForce GTX 1070 Ti,1.12,-0.07,2020
Video Card Description, NVIDIA GeForce RTX 2080,1.11,0.08,2020
Video Card Description, NVIDIA GeForce GTX 750 Ti,0.98,-0.94,2020
Video Card Description, Intel UHD Graphics 620,0.9,0.12,2020
Video Card Description, AMD Radeon Vega 8 Graphics,0.86,0.43,2020
Video Card Description, AMD Radeon RX 5700 XT,0.86,0.42,2020
Video Card Description, NVIDIA GeForce RTX 2080 Ti,0.74,0.04,2020
Video Card Description, NVIDIA GeForce GTX 960M,0.7,-0.52,2020
Video Card Description, NVIDIA GeForce GTX 1650 SUPER,0.69,0.51,2020
Video Card Description, Intel HD Graphics 620,0.62,-0.09,2020
Video Card Description, Intel HD Graphics 4000,0.61,-0.33,2020
Video Card Description, NVIDIA GeForce 940M,0.6,-0.29,2020
